"1411 - Kabinet predsednika vlade, verzija: 8"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"1102"	"Materialni stroški"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	350005	"Vzdrževanje in podpora informacijskih sistemov"	35	"Vzdrževanje in podpora"	1	10000	10000	
	"1102"	"Materialni stroški"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	400013	"Sistemi in enote za varnostno shranjevanje podatkov"	40	"Vzdrževanje strojne opreme"	1	30000	30000	
	"1102"	"Materialni stroški"	402514	"Tekoče vzdrževanje licenčne programske opreme"	350005	"Vzdrževanje in podpora informacijskih sistemov"	35	"Vzdrževanje in podpora"	1	25000	25000	
	"1102"	"Materialni stroški"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	350001	"Vzdrževanje in podpora delovnih postaj"	35	"Vzdrževanje in podpora"	1	30000	30000	
	"1102"	"Materialni stroški"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	350008	"Vzdrževanje in podpora aktivne mrežne opreme"	35	"Vzdrževanje in podpora"	1	10000	10000	
	"1104"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	30	550	16500	
	"1104"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	7	1500	10500	
	"1104"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	40001	"LCD zaslon 17"""	4	"Računalniški zasloni"	30	120	3600	
	"1104"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	5	1105	5525	
	"1104"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	70003	"Optični čitalnik  A4 s podajalcem"	7	"Optični čitalniki"	1	2000	2000	
	"1104"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	310004	"Vzdrževanje operacijskih sistemov"	31	"vzdrževanje licenc"	35	150	5250	
	"1104"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	1	800	800	
	"1104"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	400013	"Sistemi in enote za varnostno shranjevanje podatkov"	40	"Vzdrževanje strojne opreme"	1	8500	8500	
	"1592"	"Vzdrževanje in razvoj sistema ISARR"	402007	"Računalniške storitve"	360006	"Analiza informacijskega sistema s stališča informacijske varnosti"	36	"Analiza, načrtovanje in dokumentiranje"	1	90000	90000	
	"1592"	"Vzdrževanje in razvoj sistema ISARR"	420202	"Nakup strojne računalniške opreme"	390003	"Podpora aplikativnemu okolje"	39	"Podpora (CPU)"	1	43000	43000	
	"1592"	"Vzdrževanje in razvoj sistema ISARR"	420703	"Nakup licenčne programske opreme"	310007	"Vzdrevanje licenčne programske opreme s pravico do popravkov, varnostnih popravkov, nadgradenj in novih verzij"	31	"vzdrževanje licenc"	1	25000	25000	
	"1592"	"Vzdrževanje in razvoj sistema ISARR"	420704	"Nakup druge (nelicenčne) programske opreme"	410005	"Vzdrževanje programske opreme s pravico do popravkov, varnostnih popravkov, nadgradenj in novih verzij"	41	"Vzdrževanje programske opreme"	1	50000	50000	
	"6940"	"Tehnična pomoč - 07-13 - Strukturni skladi - EU"	402007	"Računalniške storitve"	390001	"Podpora delovnim mestom"	39	"Podpora (CPU)"	1	297500	297500	
	"6964"	"Tehnična pomoč - 07-13 - Strukturni skladi - slovenska udeležba"	420202	"Nakup strojne računalniške opreme"	390001	"Podpora delovnim mestom"	39	"Podpora (CPU)"	1	52500	52500	
	"7607"	"Tehnična pomoč ESS - 07-13 - EU"	420703	"Nakup licenčne programske opreme"	390001	"Podpora delovnim mestom"	39	"Podpora (CPU)"	1	127500	127500	
	"7609"	"Tehnična pomoč ESS - 07-13 - slovenska udeležba"	420704	"Nakup druge (nelicenčne) programske opreme"	390001	"Podpora delovnim mestom"	39	"Podpora (CPU)"	1	150000	150000	
	"9417"	"Tehnična pomoč - 07-13 - Kohezijski sklad - EU"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	1	9350	9350	
	"9417"	"Tehnična pomoč - 07-13 - Kohezijski sklad - EU"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	1	3825	3825	
	"9417"	"Tehnična pomoč - 07-13 - Kohezijski sklad - EU"	420202	"Nakup strojne računalniške opreme"	40001	"LCD zaslon 17"""	4	"Računalniški zasloni"	1	2040	2040	
	"9417"	"Tehnična pomoč - 07-13 - Kohezijski sklad - EU"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	1	"939,25"	"939,25"	
	"9417"	"Tehnična pomoč - 07-13 - Kohezijski sklad - EU"	420202	"Nakup strojne računalniške opreme"	70003	"Optični čitalnik  A4 s podajalcem"	7	"Optični čitalniki"	1	1445	1445	
	"9417"	"Tehnična pomoč - 07-13 - Kohezijski sklad - EU"	420202	"Nakup strojne računalniške opreme"	390001	"Podpora delovnim mestom"	39	"Podpora (CPU)"	1	425000	425000	
	"9430"	"Tehnična pomoč - 07-13 - Kohezijski sklad - slovenska udeležba"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	1	1650	1650	
	"9430"	"Tehnična pomoč - 07-13 - Kohezijski sklad - slovenska udeležba"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	1	675	675	
	"9430"	"Tehnična pomoč - 07-13 - Kohezijski sklad - slovenska udeležba"	420202	"Nakup strojne računalniške opreme"	40001	"LCD zaslon 17"""	4	"Računalniški zasloni"	1	360	360	
	"9430"	"Tehnična pomoč - 07-13 - Kohezijski sklad - slovenska udeležba"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	1	"828,75"	"828,75"	
	"9430"	"Tehnična pomoč - 07-13 - Kohezijski sklad - slovenska udeležba"	420202	"Nakup strojne računalniške opreme"	70003	"Optični čitalnik  A4 s podajalcem"	7	"Optični čitalniki"	1	225	225	
	"9430"	"Tehnična pomoč - 07-13 - Kohezijski sklad - slovenska udeležba"	420202	"Nakup strojne računalniške opreme"	390001	"Podpora delovnim mestom"	39	"Podpora (CPU)"	1	75000	75000	
"Skupaj (EUR):"	1441745											
												
"1537 - Urad Vlade RS za Slovence v zamejstvu in po svetu, verzija: 4"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"5479"	"Materialni stroški"	402011	"Storitve informacijske podpore uporabnikom"	350004	"Vzdrževanje, podpora in upravljanje komunikacijskega omrežja"	35	"Vzdrževanje in podpora"	1	18000	18000	
	"5479"	"Materialni stroški"	402514	"Tekoče vzdrževanje licenčne programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	1	"2556,54"	"2556,54"	
	"6443"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	1	520	520	
	"6443"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20002	"Zmogljivejši prenosni računalnik"	2	"Prenosni računalniki"	1	1250	1250	
	"6443"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	40003	"LCD zaslon 202"	4	"Računalniški zasloni"	2	160	320	
	"6443"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	320001	"Sistem za celovito upravljanje in izvajanje večnivojske podpore uporabnikov"	32	"Klicni center, center za podporo uporabnikom angl: ""help desk""; Kontaktni center"	1	10000	10000	
"Skupaj (EUR):"	20090											
												
"1538 - Služba Vlade Republike Slovenije za razvoj in evropske zadeve, verzija: 2"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"9464"	"Materialni stroški"	402007	"Računalniške storitve"	370001	"Razvoj IS"	37	"Razvoj in implementacija"	1	40000	40000	
	"9464"	"Materialni stroški"	402007	"Računalniške storitve"	390005	"Ostalo"	39	"Podpora (CPU)"	1	121105	121105	
	"9464"	"Materialni stroški"	402510	"Tekoče vzdrževanje komunikacijske opreme"	400022	"Pasivna mrežna oprema"	40	"Vzdrževanje strojne opreme"	1	20000	20000	
	"9464"	"Materialni stroški"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410007	"Ostalo"	41	"Vzdrževanje programske opreme"	1	10000	10000	
	"9464"	"Materialni stroški"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	400010	"Oprema za podporo večpredstavnosti"	40	"Vzdrževanje strojne opreme"	1	20000	20000	
	"9464"	"Materialni stroški"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	400024	"Ostalo"	40	"Vzdrževanje strojne opreme"	1	65000	65000	
	"9465"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20002	"Zmogljivejši prenosni računalnik"	2	"Prenosni računalniki"	40	1500	60000	
	"9465"	"Investicije in investicijsko vzdrževanje državnih organov"	420222	"Nakup strežnikov in diskovnih sistemov"	230003	"Ostalo"	23	"Strežniki"	2	17500	35000	
	"9465"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	100016	"Ostalo"	10	"Oprema za podporo večpredstavnosti"	1	6000	6000	
	"9465"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	120007	"Ostalo"	12	"Aktivna mrežna oprema"	1	45000	45000	
	"9465"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	120007	"Ostalo"	12	"Aktivna mrežna oprema"	10	"1013,2"	10132	
	"9465"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	300001	"Ostalo"	30	"Ostala strojna računalniška oprema"	25	160	4000	
	"9465"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310009	"Ostalo"	31	"vzdrževanje licenc"	100	350	35000	
	"9565"		420202	"Nakup strojne računalniške opreme"	10003	"Zmogljivejši osebni računalnik"	1	"Osebni računalniki"	60	1000	60000	
"Skupaj (EUR):"	471237											
												
"1612 - Davčna uprava RS, verzija: 15"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2848"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	1	560000	560000	"Nakup računalnikov"
	"2848"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	400006	"Tiskalniška oprema"	40	"Vzdrževanje strojne opreme"	1	230000	230000	"Nakup opreme za tiskanje"
	"2848"	"Investicije in investicijsko vzdrževanje državnih organov"	420222	"Nakup strežnikov in diskovnih sistemov"	400012	"Strežniki in strežniški sistemi"	40	"Vzdrževanje strojne opreme"	1	1390000	1390000	"Nakup strežnikov"
	"2848"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	400012	"Strežniki in strežniški sistemi"	40	"Vzdrževanje strojne opreme"	1	185965	185965	"Nakup telekomunikacijske opreme"
	"2848"	"Investicije in investicijsko vzdrževanje državnih organov"	420248	"Nakup aktivne mrežne in komunikacijske opreme"	400014	"Aktivna mrežna oprema"	40	"Vzdrževanje strojne opreme"	1	725000	725000	"Nakup aktivne  mrežne in komunikacijske  opreme "
												
	"2848"	"Investicije in investicijsko vzdrževanje državnih organov"	420249	"Nakup pasivne mrežne in komunikacijske opreme"	400022	"Pasivna mrežna oprema"	40	"Vzdrževanje strojne opreme"	1	100000	100000	"Nakup pasivne  mrežne in komunikacijske opreme"
	"2848"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310008	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	31	"vzdrževanje licenc"	1	8013000	8013000	"Programska oprema"
	"2848"	"Investicije in investicijsko vzdrževanje državnih organov"	420704	"Nakup druge (nelicenčne) programske opreme"	310009	"Ostalo"	31	"vzdrževanje licenc"	1	5036000	5036000	"Nakup druge programske opreme"
	"3354"	"Materialni stroški"	402007	"Računalniške storitve"	420001	"Zunanje izvajanje storitev na področju upravljanja,"	42	"Zunanje izvajanje storitev"	1	2349800	2349800	"Računalniške storitve"
	"3354"	"Materialni stroški"	402510	"Tekoče vzdrževanje komunikacijske opreme"	350004	"Vzdrževanje, podpora in upravljanje komunikacijskega omrežja"	35	"Vzdrževanje in podpora"	1	2304700	2304700	"Vzdrževanje komunikacijske opreme"
	"3354"	"Materialni stroški"	402514	"Tekoče vzdrževanje licenčne programske opreme"	410005	"Vzdrževanje programske opreme s pravico do popravkov, varnostnih popravkov, nadgradenj in novih verzij"	41	"Vzdrževanje programske opreme"	1	300	300	"Tekoče vzdrževanje programske opreme"
	"3354"	"Materialni stroški"	402941	"Izdatki za izobraževanje zaposlenih z informacijskega področja"	440001	"Izvajanje strokovnega izobraževanja"	44	"Izobraževanje (na daljavo, uporabnikov, specialistično)"	1	210000	210000	"Storitve izobraževanja za potrebe eDIS"
"Skupaj (EUR):"	20894465											
												
"1613 - Carinska uprava RS, verzija: 9"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2849"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	110	798	87780	
	"2849"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10004	"Ostalo"	1	"Osebni računalniki"	1	5911	5911	
	"2849"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	85	1127	95795	
	"2849"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	75	850	63750	
	"2849"	"Investicije in investicijsko vzdrževanje državnih organov"	420222	"Nakup strežnikov in diskovnih sistemov"	230003	"Ostalo"	23	"Strežniki"	16	25000	400000	
	"2849"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	30005	"Ostalo"	3	"Ročni računalniki"	1	5200	5200	"telefoni, GSM"
	"2849"	"Investicije in investicijsko vzdrževanje državnih organov"	420248	"Nakup aktivne mrežne in komunikacijske opreme"	120003	"Izgradnja LAN omrežja"	12	"Aktivna mrežna oprema"	1	88000	88000	
	"2849"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310009	"Ostalo"	31	"vzdrževanje licenc"	1	50750	50750	
	"2849"	"Investicije in investicijsko vzdrževanje državnih organov"	420704	"Nakup druge (nelicenčne) programske opreme"	370001	"Razvoj IS"	37	"Razvoj in implementacija"	1	2095250	2095250	
	"2849"	"Investicije in investicijsko vzdrževanje državnih organov"	420704	"Nakup druge (nelicenčne) programske opreme"	370001	"Razvoj IS"	37	"Razvoj in implementacija"	1	5000	5000	
	"2849"	"Investicije in investicijsko vzdrževanje državnih organov"	420704	"Nakup druge (nelicenčne) programske opreme"	370001	"Razvoj IS"	37	"Razvoj in implementacija"	1	350000	350000	
	"2849"	"Investicije in investicijsko vzdrževanje državnih organov"	420704	"Nakup druge (nelicenčne) programske opreme"	370001	"Razvoj IS"	37	"Razvoj in implementacija"	1	150000	150000	
	"2849"	"Investicije in investicijsko vzdrževanje državnih organov"	420704	"Nakup druge (nelicenčne) programske opreme"	370001	"Razvoj IS"	37	"Razvoj in implementacija"	1	466050	466050	
	"3420"	"Materialni stroški"	402510	"Tekoče vzdrževanje komunikacijske opreme"	350003	"Vzdrževanje in podpora komunikacijskega omrežja"	35	"Vzdrževanje in podpora"	1	64235	64235	
	"3420"	"Materialni stroški"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	410001	"Vzdrževanje aplikativnih informacijskih sistemov"	41	"Vzdrževanje programske opreme"	1	1011700	1011700	
	"3420"	"Materialni stroški"	402514	"Tekoče vzdrževanje licenčne programske opreme"	310001	"Vzdrževanje licenčnih aplikativnih informacijskih sistemov"	31	"vzdrževanje licenc"	1	87230	87230	
	"3420"	"Materialni stroški"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	400001	"Osebni računalniki"	40	"Vzdrževanje strojne opreme"	1	429865	429865	
"Skupaj (EUR):"	4939421											
												
"1617 - Urad RS za nadzor prirejanja iger na srečo, verzija: 8"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2855"	"Investicije in investicijsko vzdrževanje državnih organov"	420704	"Nakup druge (nelicenčne) programske opreme"	10001	"Ekonomični osebni računalnik"	1	"Osebni računalniki"	1	8200	8200	
"Skupaj (EUR):"	0											
												
"1618 - Uprava RS za javna plačila, verzija: 9"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
